semester,occupancy-student,occupancy-permanent-academic-staff ,temp-acaemic,executive-non-academic,other-non-academic ,no-of-degree-programs ,no-of-departments,total 
2,1330,50,24,1,24,4,4,35873.42761
2,1330,50,24,2,8,4,4,35265.86341
2,1330,50,24,2,24,4,4,35974.78291
2,1330,50,24,3,8,4,4,35361.77061
2,1330,50,24,3,24,4,4,36070.69011
2,1330,50,24,4,8,4,4,35449.40891
2,1330,50,24,4,24,4,4,36158.32841
2,1330,50,32,1,8,4,5,35624.88951
2,1330,50,32,1,24,4,5,36333.80901
2,1330,50,32,2,8,4,5,35726.24481
2,1330,50,32,2,24,4,5,36435.16431
2,1330,50,32,3,8,4,5,35822.15201
2,1330,50,32,3,24,4,5,36531.07151
2,1330,50,32,4,8,4,5,35909.79031
2,1330,50,32,4,24,4,5,36618.70981
2,1330,50,40,1,8,4,6,35936.72311
2,1330,50,40,1,24,4,6,36645.64261
2,1330,50,40,2,8,4,6,36038.07841
2,1330,50,40,2,24,4,6,36746.99791
2,1330,20,40,3,8,4,6,36133.98561
2,1330,20,40,3,24,4,6,36842.90511
2,1330,20,40,4,8,4,6,36221.62391
2,1330,20,40,4,24,4,6,36930.54341
2,1330,50,49,1,8,4,7,36344.30051
2,1330,50,49,1,24,4,7,37053.22001
2,1330,50,49,2,8,4,7,36445.65581
2,1330,50,49,2,24,4,7,37154.57531
2,1330,20,49,3,8,4,7,36541.56301
2,1330,20,49,3,24,4,7,37250.48251
2,1330,20,49,4,8,4,7,36629.20131
2,1330,20,49,4,24,4,7,37338.12081
2,1330,50,57,1,8,4,8,37193.88111
2,1330,50,57,1,24,4,8,37902.80061
2,1330,50,57,2,8,4,8,37295.23641
2,1330,50,57,2,24,4,8,38004.15591
2,1330,50,57,3,8,4,8,37391.14361
2,1330,50,57,3,24,4,8,38100.06311
2,1330,50,57,4,8,4,8,37478.78191
2,1330,50,57,4,24,4,8,38187.70141
2,1330,59,16,1,8,4,3,35320.44941
2,1330,59,16,1,24,4,3,36029.36891
2,1330,59,16,2,8,4,3,35421.80471
2,1330,59,16,2,24,4,3,36130.72421
2,1330,59,16,3,8,4,3,35517.71191
2,1330,59,16,3,24,4,3,36226.63141
2,1330,59,16,4,8,4,3,35605.35021
2,1330,59,16,4,24,4,3,36314.26971
2,1330,59,24,1,8,4,4,35861.75681
2,1330,59,24,1,24,4,4,36570.67631
2,1330,59,24,2,8,4,4,35963.11211
2,1330,59,24,2,24,4,4,36672.03161
2,1330,59,24,3,8,4,4,36059.01931
2,1330,59,24,3,24,4,4,36767.93881
2,1330,59,24,4,8,4,4,36146.65761
2,1330,59,24,4,24,4,4,36855.57711
2,1330,59,32,1,8,4,5,36322.13821
2,1330,59,32,1,24,4,5,37031.05771
2,1330,59,32,2,8,4,5,36423.49351
2,1330,59,32,2,24,4,5,37132.41301
2,1330,59,32,3,8,4,5,36519.40071
2,1330,59,32,3,24,4,5,37228.32021
2,1330,59,32,4,8,4,5,36607.03901
2,1330,59,32,4,24,4,5,37315.95851
2,1330,59,40,1,8,4,6,36633.97181
2,1330,59,40,1,24,4,6,37342.89131
2,1330,59,40,2,8,4,6,36735.32711
2,1330,59,40,2,24,4,6,37444.24661
2,1330,59,40,3,8,4,6,36831.23431
2,1330,59,40,3,24,4,6,37540.15381
2,1330,59,40,4,8,4,6,36918.87261
2,1330,59,40,4,24,4,6,37627.79211
2,1330,59,49,1,8,4,7,37041.54921
2,1330,59,49,1,24,4,7,37750.46871
2,1330,59,49,2,8,4,7,37142.90451
2,1330,59,49,2,24,4,7,37851.82401
2,1330,59,49,3,8,4,7,37238.81171
2,1330,59,49,3,24,4,7,37947.73121
2,1330,59,49,4,8,4,7,37326.45001
2,1330,59,49,4,24,4,7,38035.36951
2,1330,59,57,1,8,4,8,37891.12981
2,1330,59,57,1,24,4,8,38600.04931
2,1330,59,57,2,8,4,8,37992.48511
2,1330,59,57,2,24,4,8,38701.40461
2,1330,59,57,3,8,4,8,38088.39231
2,1330,59,57,3,24,4,8,38797.31181
2,1330,59,57,4,8,4,8,38176.03061
2,1330,59,57,4,24,4,8,38884.95011
2,1330,68,16,1,8,4,3,36109.53731
2,1330,68,16,1,24,4,3,36818.45681
2,1330,68,16,2,8,4,3,36210.89261
2,1330,68,16,2,24,4,3,36919.81211
2,1330,68,16,3,8,4,3,36306.79981
2,1330,68,16,3,24,4,3,37015.71931
2,1330,68,16,4,8,4,3,36394.43811
2,1330,68,16,4,24,4,3,37103.35761
2,1330,68,24,1,8,4,4,36650.84471
2,1330,68,24,1,24,4,4,37359.76421
2,1330,68,24,2,8,4,4,36752.20001
2,1330,68,24,2,24,4,4,37461.11951
2,1330,68,24,3,8,4,4,36848.10721
2,1330,68,24,3,24,4,4,37557.02671
2,1330,68,24,4,8,4,4,36935.74551
2,1330,68,24,4,24,4,4,37644.66501
2,1330,68,32,1,8,4,5,37111.22611
2,1330,68,32,1,24,4,5,37820.14561
2,1330,68,32,2,8,4,5,37212.58141
2,1330,68,32,2,24,4,5,37921.50091
2,1330,68,32,3,8,4,5,37308.48861
2,1330,68,32,3,24,4,5,38017.40811
2,1330,68,32,4,8,4,5,37396.12691
2,1330,68,32,4,24,4,5,38105.04641
2,1330,68,40,1,8,4,6,37423.05971
2,1330,68,40,1,24,4,6,38131.97921
2,1330,68,40,2,8,4,6,37524.41501
2,1330,68,40,2,24,4,6,38233.33451
2,1330,68,40,3,8,4,6,37620.32221
2,1330,68,40,3,24,4,6,38329.24171
2,1330,68,40,4,8,4,6,37707.96051
2,1330,68,40,4,24,4,6,38416.88001
2,1330,68,49,1,8,4,7,37830.63711
2,1330,68,49,1,24,4,7,38539.55661
2,1330,68,49,2,8,4,7,37931.99241
2,1330,68,49,2,24,4,7,38640.91191
2,1330,68,49,3,8,4,7,38027.89961
2,1330,68,49,3,24,4,7,38736.81911
2,1330,68,49,4,8,4,7,38115.53791
2,1330,68,49,4,24,4,7,38824.45741
2,1330,68,57,1,8,4,8,38680.21771
2,1330,68,57,1,24,4,8,39389.13721
2,1330,68,57,2,8,4,8,38781.57301
2,1330,68,57,2,24,4,8,39490.49251
2,1330,68,57,3,8,4,8,38877.48021
2,1330,68,57,3,24,4,8,39586.39971
2,1330,68,57,4,8,4,8,38965.11851
2,1330,68,57,4,24,4,8,39674.03801
2,1330,74,16,1,8,4,3,36580.58901
2,1330,74,16,1,24,4,3,37289.50851
2,1330,74,16,2,8,4,3,36681.94431
2,1330,74,16,2,24,4,3,37390.86381
2,1330,74,16,3,8,4,3,36777.85151
2,1330,74,16,3,24,4,3,37486.77101
2,1330,74,16,4,8,4,3,36865.48981
2,1330,74,16,4,24,4,3,37574.40931
2,1330,74,24,1,8,4,4,37121.89641
2,1330,74,24,1,24,4,4,37830.81591
2,1330,74,24,2,8,4,4,37223.25171
2,1330,74,24,2,24,4,4,37932.17121
2,1330,74,24,3,8,4,4,37319.15891
2,1330,74,24,3,24,4,4,38028.07841
2,1330,74,24,4,8,4,4,37406.79721
2,1330,74,24,4,24,4,4,38115.71671
2,1330,74,32,1,8,4,5,37582.27781
2,1330,74,32,1,24,4,5,38291.19731
2,1330,74,32,2,8,4,5,37683.63311
2,1330,74,32,2,24,4,5,38392.55261
2,1330,74,32,3,8,4,5,37779.54031
2,1330,74,32,3,24,4,5,38488.45981
2,1330,74,32,4,8,4,5,37867.17861
2,1330,74,32,4,24,4,5,38576.09811
2,1330,74,40,1,8,4,6,37894.11141
2,1330,74,40,1,24,4,6,38603.03091
2,1330,74,40,2,8,4,6,37995.46671
2,1330,74,40,2,24,4,6,38704.38621
2,1330,74,40,3,8,4,6,38091.37391
2,1330,74,40,3,24,4,6,38800.29341
2,1330,74,40,4,8,4,6,38179.01221
2,1330,74,40,4,24,4,6,38887.93171
2,1330,74,49,1,8,4,7,38301.68881
2,1330,74,49,1,24,4,7,39010.60831
2,1330,74,49,2,8,4,7,38403.04411
2,1330,74,49,2,24,4,7,39111.96361
2,1330,74,49,3,8,4,7,38498.95131
2,1330,74,49,3,24,4,7,39207.87081
2,1330,74,49,4,8,4,7,38586.58961
2,1330,74,49,4,24,4,7,39295.50911
2,1330,74,57,1,8,4,8,39151.26941
2,1330,74,57,1,24,4,8,39860.18891
2,1330,74,57,2,8,4,8,39252.62471
2,1330,74,57,2,24,4,8,39961.54421
2,1330,74,57,3,8,4,8,39348.53191
2,1330,74,57,3,24,4,8,40057.45141
2,1330,74,57,4,8,4,8,39436.17021
2,1330,74,57,4,24,4,8,40145.08971
2,1330,83,16,1,8,4,3,37153.37831
2,1330,83,16,1,24,4,3,37862.29781
2,1330,83,16,2,8,4,3,37254.73361
2,1330,83,16,2,24,4,3,37963.65311
2,1330,83,16,3,8,4,3,37350.64081
2,1330,83,16,3,24,4,3,38059.56031
2,1330,83,16,4,8,4,3,37438.27911
2,1330,83,16,4,24,4,3,38147.19861
2,1330,83,24,1,8,4,4,37680.68571
2,1330,83,24,1,24,4,4,38389.60521
2,1330,83,24,2,8,4,4,37782.04101
2,1330,83,24,2,24,4,4,38490.96051
2,1330,83,24,3,8,4,4,37877.94821
2,1330,83,24,3,24,4,4,38586.86771
2,1330,83,24,4,8,4,4,37965.58651
2,1330,83,24,4,24,4,4,38674.50601
2,1330,83,32,1,8,4,5,38141.06711
2,1330,83,32,1,24,4,5,38849.98661
2,1330,83,32,2,8,4,5,38242.42241
2,1330,83,32,2,24,4,5,38951.34191
2,1330,83,32,3,8,4,5,38338.32961
2,1330,83,32,3,24,4,5,39047.24911
2,1330,83,32,4,8,4,5,38425.96791
2,1330,83,32,4,24,4,5,39134.88741
2,1330,83,40,1,8,4,6,38452.90071
2,1330,83,40,1,24,4,6,39161.82021
2,1330,83,40,2,8,4,6,38554.25601
2,1330,83,40,2,24,4,6,39263.17551
2,1330,83,40,3,8,4,6,38650.16321
2,1330,83,40,3,24,4,6,39359.08271
2,1330,83,40,4,8,4,6,38737.80151
2,1330,83,49,1,8,4,7,38860.47811
2,1330,83,49,1,24,4,7,39569.39761
2,1330,83,49,2,8,4,7,38961.83341
2,1330,83,49,2,24,4,7,39670.75291
2,1330,83,49,3,8,4,7,39057.74061
2,1330,83,49,3,24,4,7,39766.66011
2,1330,83,49,4,8,4,7,39145.37891
2,1330,83,57,1,8,4,8,39710.05871
2,1330,83,57,1,24,4,8,40418.97821
2,1330,83,57,2,8,4,8,39811.41401
2,1330,83,57,2,24,4,8,40520.33351
2,1330,83,57,3,8,4,8,39907.32121
2,1330,83,57,3,24,4,8,40616.24071
2,1330,83,57,4,8,4,8,39994.95951
2,1330,83,57,4,24,4,8,40703.87901
2,1330,92,16,1,8,4,3,37821.67511
2,1330,92,16,1,24,4,3,38530.59461
2,1330,92,16,2,8,4,3,37923.03041
2,1330,92,16,2,24,4,3,38631.94991
2,1330,92,16,3,8,4,3,38018.93761
2,1330,92,16,3,24,4,3,38727.85711
2,1330,92,16,4,8,4,3,38106.57591
2,1330,92,16,4,24,4,3,38815.49541
2,1330,92,24,1,8,4,4,38362.98251
2,1330,92,24,1,24,4,4,39071.90201
2,1330,92,24,2,8,4,4,38464.33781
2,1330,92,24,2,24,4,4,39173.25731
2,1330,92,24,3,8,4,4,38560.24501
2,1330,92,24,3,24,4,4,39269.16451
2,1330,92,24,4,8,4,4,38647.88331
2,1330,92,24,4,24,4,4,39356.80281
2,1330,92,32,1,8,4,5,38823.36391
2,1330,92,32,1,24,4,5,39532.28341
2,1330,92,32,2,8,4,5,38924.71921
2,1330,92,32,2,24,4,5,39633.63871
2,1330,92,32,3,8,4,5,39020.62641
2,1330,92,32,3,24,4,5,39729.54591
2,1330,92,32,4,8,4,5,39108.26471
2,1330,92,32,4,24,4,5,39817.18421
2,1330,92,40,1,8,4,6,39135.19751
2,1330,92,40,1,24,4,6,39844.11701
2,1330,92,40,2,8,4,6,39236.55281
2,1330,92,40,2,24,4,6,39945.47231
2,1330,92,40,3,8,4,6,39332.46001
2,1330,92,40,3,24,4,6,40041.37951
2,1330,92,40,4,8,4,6,39420.09831
2,1330,92,40,4,24,4,6,40129.01781
2,1330,92,49,1,8,4,7,39542.77491
2,1330,92,49,1,24,4,7,40251.69441
2,1330,92,49,2,8,4,7,39644.13021
2,1330,92,49,2,24,4,7,40353.04971
2,1330,92,49,3,8,4,7,39740.03741
2,1330,92,49,3,24,4,7,40448.95691
2,1330,92,49,4,8,4,7,39827.67571
2,1330,92,49,4,24,4,7,40536.59521
2,1330,92,57,1,8,4,8,40392.35551
2,1330,92,57,1,24,4,8,41101.27501
2,1330,92,57,2,8,4,8,40493.71081
2,1330,92,57,2,24,4,8,41202.63031
2,1330,92,57,3,8,4,8,40589.61801
2,1330,92,57,3,24,4,8,41298.53751
2,1330,92,57,4,8,4,8,40677.25631
2,1330,92,57,4,24,4,8,41386.17581
2,1330,95,16,1,8,4,3,38844.83391
2,1330,95,16,1,24,4,3,39553.75341
2,1330,95,16,2,8,4,3,38946.18921
2,1330,95,16,2,24,4,3,39655.10871
2,1330,95,16,3,8,4,3,39042.09641
2,1330,95,16,3,24,4,3,39751.01591
2,1330,95,16,4,8,4,3,39129.73471
2,1330,95,16,4,24,4,3,39838.65421
2,1330,95,24,1,8,4,4,39386.14131
2,1330,95,24,1,24,4,4,40095.06081
2,1330,95,24,2,8,4,4,39487.49661
2,1330,95,24,2,24,4,4,40196.41611
2,1330,95,24,3,8,4,4,39583.40381
2,1330,95,24,3,24,4,4,40292.32331
2,1330,95,24,4,8,4,4,39671.04211
2,1330,95,24,4,24,4,4,40379.96161
2,1330,95,32,1,8,4,5,39846.52271
2,1330,95,32,1,24,4,5,40555.44221
2,1330,95,32,2,8,4,5,39947.87801
2,1330,95,32,2,24,4,5,40656.79751
2,1330,95,32,3,8,4,5,40043.78521
2,1330,95,32,3,24,4,5,40752.70471
2,1330,95,32,4,8,4,5,40131.42351
2,1330,95,32,4,24,4,5,40840.34301
2,1330,95,40,1,8,4,6,40158.35631
2,1330,95,40,1,24,4,6,40867.27581
2,1330,95,40,2,8,4,6,40259.71161
2,1330,95,40,2,24,4,6,40968.63111
2,1330,95,40,3,8,4,6,40355.61881
2,1330,95,40,3,24,4,6,41064.53831
2,1330,95,40,4,8,4,6,40443.25711
2,1330,95,40,4,24,4,6,41152.17661
2,1330,95,49,1,8,4,7,40565.93371
2,1330,95,49,1,24,4,7,41274.85321
2,1330,95,49,2,8,4,7,40667.28901
2,1330,95,49,2,24,4,7,41376.20851
2,1330,95,49,3,8,4,7,40763.19621
2,1330,95,49,3,24,4,7,41472.11571
2,1330,95,49,4,8,4,7,40850.83451
2,1330,95,49,4,24,4,7,41559.75401
2,1330,95,57,1,8,4,8,41415.51431
2,1330,95,57,1,24,4,8,42124.43381
2,1330,95,57,2,8,4,8,41516.86961
2,1330,95,57,2,24,4,8,42225.78911
2,1330,95,57,3,8,4,8,41612.77681
2,1330,95,57,3,24,4,8,42321.69631
2,1330,95,57,4,8,4,8,41700.41511
2,1330,95,57,4,24,4,8,42409.33461
1,1000,20,16,1,8,4,3,29990.53379
1,1000,20,16,1,24,4,3,30699.45329
1,1000,20,16,2,8,4,3,30091.88909
1,1000,20,16,2,24,4,3,30800.80859
1,1000,20,16,3,8,4,3,30187.79629
1,1000,20,16,3,24,4,3,30896.71579
1,1000,20,16,4,8,4,3,30275.43459
1,1000,20,16,4,24,4,3,30984.35409
1,1000,20,24,1,8,4,4,30531.84119
1,1000,20,24,1,24,4,4,31240.76069
1,1000,20,24,2,8,4,4,30633.19649
1,1000,20,24,2,24,4,4,31342.11599
1,1000,20,24,3,8,4,4,30729.10369
1,1000,20,24,3,24,4,4,31438.02319
1,1000,20,24,4,8,4,4,30816.74199
1,1000,20,24,4,24,4,4,31525.66149
1,1000,20,32,1,8,4,5,30992.22259
1,1000,20,32,1,24,4,5,31701.14209
1,1000,20,32,2,8,4,5,31093.57789
1,1000,20,32,2,24,4,5,31802.49739
1,1000,20,32,3,8,4,5,31189.48509
1,1000,20,32,3,24,4,5,31898.40459
1,1000,20,32,4,8,4,5,31277.12339
1,1000,20,32,4,24,4,5,31986.04289
1,1000,20,40,1,8,4,6,31304.05619
1,1000,20,40,1,24,4,6,32012.97569
1,1000,20,40,2,8,4,6,31405.41149
1,1000,20,40,2,24,4,6,32114.33099
1,1000,20,40,3,8,4,6,31501.31869
1,1000,20,40,3,24,4,6,32210.23819
1,1000,20,40,4,8,4,6,31588.95699
1,1000,20,40,4,24,4,6,32297.87649
1,1000,20,49,1,8,4,7,31711.63359
1,1000,20,49,1,24,4,7,32420.55309
1,1000,20,49,2,8,4,7,31812.98889
1,1000,20,49,2,24,4,7,32521.90839
1,1000,20,49,3,8,4,7,31908.89609
1,1000,20,49,3,24,4,7,32617.81559
1,1000,20,49,4,8,4,7,31996.53439
1,1000,20,49,4,24,4,7,32705.45389
1,1000,20,57,1,8,4,8,32561.21419
1,1000,20,57,1,24,4,8,33270.13369
1,1000,20,57,2,8,4,8,32662.56949
1,1000,20,57,2,24,4,8,33371.48899
1,1000,20,57,3,8,4,8,32758.47669
1,1000,20,57,3,24,4,8,33467.39619
1,1000,20,57,4,8,4,8,32846.11499
1,1000,20,57,4,24,4,8,33555.03449
1,1000,26,16,1,8,4,3,30990.15439
1,1000,26,16,1,24,4,3,31699.07389
1,1000,26,16,2,8,4,3,31091.50969
1,1000,26,16,2,24,4,3,31800.42919
1,1000,26,16,3,8,4,3,31187.41689
1,1000,26,16,3,24,4,3,31896.33639
1,1000,26,16,4,8,4,3,31275.05519
1,1000,26,16,4,24,4,3,31983.97469
1,1000,26,24,1,8,4,4,31531.46179
1,1000,26,24,1,24,4,4,32240.38129
1,1000,26,24,2,8,4,4,31632.81709
1,1000,26,24,2,24,4,4,32341.73659
1,1000,26,24,3,8,4,4,31728.72429
1,1000,26,24,3,24,4,4,32437.64379
1,1000,26,24,4,8,4,4,31816.36259
1,1000,26,32,1,8,4,5,31991.84319
1,1000,26,32,1,24,4,5,32700.76269
1,1000,26,32,2,8,4,5,32093.19849
1,1000,26,32,2,24,4,5,32802.11799
1,1000,20,32,3,8,4,5,32189.10569
1,1000,20,32,3,24,4,5,32898.02519
1,1000,20,32,4,8,4,5,32276.74399
1,1000,26,40,1,8,4,6,32303.67679
1,1000,26,40,1,24,4,6,33012.59629
1,1000,26,40,2,8,4,6,32405.03209
1,1000,26,40,2,24,4,6,33113.95159
1,1000,26,40,3,8,4,6,32500.93929
1,1000,26,40,3,24,4,6,33209.85879
1,1000,26,40,4,8,4,6,32588.57759
1,1000,26,49,1,8,4,7,32711.25419
1,1000,26,49,1,24,4,7,33420.17369
1,1000,26,49,2,8,4,7,32812.60949
1,1000,26,49,2,24,4,7,33521.52899
1,1000,26,49,3,8,4,7,32908.51669
1,1000,26,49,3,24,4,7,33617.43619
1,1000,26,49,4,8,4,7,32996.15499
1,1000,26,57,1,8,4,8,33560.83479
1,1000,26,57,1,24,4,8,34269.75429
1,1000,26,57,2,8,4,8,33662.19009
1,1000,26,57,2,24,4,8,34371.10959
1,1000,26,57,3,8,4,8,33758.09729
1,1000,26,57,3,24,4,8,34467.01679
1,1000,26,57,4,8,4,8,33845.73559
1,1000,26,57,4,24,4,8,34554.65509
1,1000,35,16,1,8,4,3,31766.11439
1,1000,35,16,1,24,4,3,32475.03389
1,1000,35,16,2,8,4,3,31867.46969
1,1000,35,16,2,24,4,3,32576.38919
1,1000,35,16,3,8,4,3,31963.37689
1,1000,35,16,3,24,4,3,32672.29639
1,1000,35,16,4,8,4,3,32051.01519
1,1000,35,24,1,8,4,4,32307.42179
1,1000,35,24,1,24,4,4,33016.34129
1,1000,35,24,2,8,4,4,32408.77709
1,1000,35,24,2,24,4,4,33117.69659
1,1000,35,24,3,8,4,4,32504.68429
1,1000,35,24,3,24,4,4,33213.60379
1,1000,35,24,4,8,4,4,32592.32259
1,1000,35,24,4,24,4,4,33301.24209
1,1000,35,32,1,8,4,5,32767.80319
1,1000,35,32,1,24,4,5,33476.72269
1,1000,35,32,2,8,4,5,32869.15849
1,1000,35,32,2,24,4,5,33578.07799
1,1000,35,32,3,8,4,5,32965.06569
1,1000,35,32,3,24,4,5,33673.98519
1,1000,35,32,4,8,4,5,33052.70399
1,1000,35,32,4,24,4,5,33761.62349
1,1000,35,40,1,8,4,6,33079.63679
1,1000,35,40,1,24,4,6,33788.55629
1,1000,35,40,2,8,4,6,33180.99209
1,1000,35,40,2,24,4,6,33889.91159
1,1000,20,40,3,8,4,6,33276.89929
1,1000,20,40,3,24,4,6,33985.81879
1,1000,20,40,4,8,4,6,33364.53759
1,1000,20,40,4,24,4,6,34073.45709
1,1000,35,49,1,8,4,7,33487.21419
1,1000,35,49,1,24,4,7,34196.13369
1,1000,35,49,2,8,4,7,33588.56949
1,1000,35,49,2,24,4,7,34297.48899
1,1000,20,49,3,8,4,7,33684.47669
1,1000,20,49,3,24,4,7,34393.39619
1,1000,20,49,4,8,4,7,33772.11499
1,1000,35,57,1,8,4,8,34336.79479
1,1000,35,57,1,24,4,8,35045.71429
1,1000,35,57,2,8,4,8,34438.15009
1,1000,35,57,2,24,4,8,35147.06959
1,1000,35,57,3,8,4,8,34534.05729
1,1000,35,57,3,24,4,8,35242.97679
1,1000,35,57,4,8,4,8,34621.69559
1,1000,35,57,4,24,4,8,35330.61509
1,1000,44,16,1,8,4,3,32683.35969
1,1000,44,16,1,24,4,3,33392.27919
1,1000,44,16,2,8,4,3,32784.71499
1,1000,44,16,2,24,4,3,33493.63449
1,1000,44,16,3,8,4,3,32880.62219
1,1000,44,16,3,24,4,3,33589.54169
1,1000,44,16,4,8,4,3,32968.26049
1,1000,44,24,1,8,4,4,33224.66709
1,1000,44,24,1,24,4,4,33933.58659
1,1000,44,24,2,8,4,4,33326.02239
1,1000,44,24,2,24,4,4,34034.94189
1,1000,44,24,3,8,4,4,33421.92959
1,1000,44,24,3,24,4,4,34130.84909
1,1000,44,24,4,8,4,4,33509.56789
1,1000,44,24,4,24,4,4,34218.48739
1,1000,44,32,1,8,4,5,33685.04849
1,1000,44,32,1,24,4,5,34393.96799
1,1000,44,32,2,8,4,5,33786.40379
1,1000,44,32,2,24,4,5,34495.32329
1,1000,44,32,3,8,4,5,33882.31099
1,1000,44,32,3,24,4,5,34591.23049
1,1000,44,32,4,8,4,5,33969.94929
1,1000,44,32,4,24,4,5,34678.86879
1,1000,44,40,1,8,4,6,33996.88209
1,1000,44,40,1,24,4,6,34705.80159
1,1000,44,40,2,8,4,6,34098.23739
1,1000,44,40,2,24,4,6,34807.15689
1,1000,44,40,3,8,4,6,34194.14459
1,1000,44,40,3,24,4,6,34903.06409
1,1000,44,40,4,8,4,6,34281.78289
1,1000,44,40,4,24,4,6,34990.70239
1,1000,44,49,1,8,4,7,34404.45949
1,1000,44,49,1,24,4,7,35113.37899
1,1000,44,49,2,8,4,7,34505.81479
1,1000,44,49,2,24,4,7,35214.73429
1,1000,44,49,3,8,4,7,34601.72199
1,1000,44,49,3,24,4,7,35310.64149
1,1000,44,49,4,8,4,7,34689.36029
1,1000,44,49,4,24,4,7,35398.27979
1,1000,44,57,1,8,4,8,35254.04009
1,1000,44,57,1,24,4,8,35962.95959
1,1000,44,57,2,8,4,8,35355.39539
1,1000,44,57,2,24,4,8,36064.31489
1,1000,44,57,3,8,4,8,35451.30259
1,1000,44,57,3,24,4,8,36160.22209
1,1000,44,57,4,8,4,8,35538.94089
1,1000,44,57,4,24,4,8,36247.86039
1,1000,50,16,1,8,4,3,33201.13499
1,1000,50,16,1,24,4,3,33910.05449
1,1000,50,16,2,8,4,3,33302.49029
1,1000,50,16,2,24,4,3,34011.40979
1,1000,44,16,3,8,4,3,33398.39749
1,1000,44,16,3,24,4,3,34107.31699
1,1000,44,16,4,8,4,3,33486.03579
1,1000,44,16,4,24,4,3,34194.95529
1,1000,50,24,1,8,4,4,33742.44239
1,1000,50,24,1,24,4,4,34451.36189
1,1000,50,24,2,8,4,4,33843.79769
1,1000,50,24,2,24,4,4,34552.71719
1,1000,50,24,3,8,4,4,33939.70489
1,1000,50,24,3,24,4,4,34648.62439
1,1000,50,24,4,8,4,4,34027.34319
1,1000,50,24,4,24,4,4,34736.26269
1,1000,50,32,1,8,4,5,34202.82379
1,1000,50,32,1,24,4,5,34911.74329
1,1000,50,32,2,8,4,5,34304.17909
1,1000,50,32,2,24,4,5,35013.09859
1,1000,50,32,3,8,4,5,34400.08629
1,1000,50,32,3,24,4,5,35109.00579
1,1000,50,32,4,8,4,5,34487.72459
1,1000,50,32,4,24,4,5,35196.64409
1,1000,50,40,1,8,4,6,34514.65739
1,1000,50,40,1,24,4,6,35223.57689
1,1000,50,40,2,8,4,6,34616.01269
1,1000,50,40,2,24,4,6,35324.93219
1,1000,20,40,3,8,4,6,34711.91989
1,1000,20,40,3,24,4,6,35420.83939
1,1000,20,40,4,8,4,6,34799.55819
1,1000,20,40,4,24,4,6,35508.47769
1,1000,50,49,1,8,4,7,34922.23479
1,1000,50,49,1,24,4,7,35631.15429
1,1000,50,49,2,8,4,7,35023.59009
1,1000,50,49,2,24,4,7,35732.50959
1,1000,20,49,3,8,4,7,35119.49729
1,1000,20,49,3,24,4,7,35828.41679
1,1000,20,49,4,8,4,7,35207.13559
1,1000,20,49,4,24,4,7,35916.05509
1,1000,50,57,1,8,4,8,35771.81539
1,1000,50,57,1,24,4,8,36480.73489
1,1000,50,57,2,8,4,8,35873.17069
1,1000,50,57,2,24,4,8,36582.09019
1,1000,50,57,3,8,4,8,35969.07789
1,1000,50,57,3,24,4,8,36677.99739
1,1000,50,57,4,8,4,8,36056.71619
1,1000,50,57,4,24,4,8,36765.63569
1,1000,59,16,1,8,4,3,33898.38369
1,1000,59,16,1,24,4,3,34607.30319
1,1000,59,16,2,8,4,3,33999.73899
1,1000,59,16,2,24,4,3,34708.65849
1,1000,59,16,3,8,4,3,34095.64619
1,1000,59,16,3,24,4,3,34804.56569
1,1000,59,16,4,8,4,3,34183.28449
1,1000,59,16,4,24,4,3,34892.20399
1,1000,59,24,1,8,4,4,34439.69109
1,1000,59,24,1,24,4,4,35148.61059
1,1000,59,24,2,8,4,4,34541.04639
1,1000,59,24,2,24,4,4,35249.96589
1,1000,59,24,3,8,4,4,34636.95359
1,1000,59,24,3,24,4,4,35345.87309
1,1000,59,24,4,8,4,4,34724.59189
1,1000,59,24,4,24,4,4,35433.51139
1,1000,59,32,1,8,4,5,34900.07249
1,1000,59,32,1,24,4,5,35608.99199
1,1000,59,32,2,8,4,5,35001.42779
1,1000,59,32,2,24,4,5,35710.34729
1,1000,59,32,3,8,4,5,35097.33499
1,1000,59,32,3,24,4,5,35806.25449
1,1000,59,32,4,8,4,5,35184.97329
1,1000,59,32,4,24,4,5,35893.89279
1,1000,59,40,1,8,4,6,35211.90609
1,1000,59,40,1,24,4,6,35920.82559
1,1000,59,40,2,8,4,6,35313.26139
1,1000,59,40,2,24,4,6,36022.18089
1,1000,59,40,3,8,4,6,35409.16859
1,1000,59,40,3,24,4,6,36118.08809
1,1000,59,40,4,8,4,6,35496.80689
1,1000,59,40,4,24,4,6,36205.72639
1,1000,59,49,1,8,4,7,35619.48349
1,1000,59,49,1,24,4,7,36328.40299
1,1000,59,49,2,8,4,7,35720.83879
1,1000,59,49,2,24,4,7,36429.75829
1,1000,59,49,3,8,4,7,35816.74599
1,1000,59,49,3,24,4,7,36525.66549
1,1000,59,49,4,8,4,7,35904.38429
1,1000,59,49,4,24,4,7,36613.30379
1,1000,59,57,1,8,4,8,36469.06409
1,1000,59,57,1,24,4,8,37177.98359
1,1000,59,57,2,8,4,8,36570.41939
1,1000,59,57,2,24,4,8,37279.33889
1,1000,59,57,3,8,4,8,36666.32659
1,1000,59,57,3,24,4,8,37375.24609
1,1000,59,57,4,8,4,8,36753.96489
